id,candidate,candidate_confidence,relevant_yn,relevant_yn_confidence,sentiment,sentiment_confidence,subject_matter,subject_matter_confidence,candidate_gold,name,relevant_yn_gold,retweet_count,sentiment_gold,subject_matter_gold,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
159,No candidate mentioned,0.4025,yes,0.6344,Negative,0.6344,Immigration,0.4025,,EusebiaAq,,0,,,Who's the real illegal alien- #GOPDebate  Farrakhan on Immigration  the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,,8/7/15 9:53,6.29697E+17,America,Eastern Time (US & Canada)
194,No candidate mentioned,1,yes,1,Neutral,1,Immigration,0.6854,,jojo21,,40,,,RT @GovernorPerry: ICYMI: @GovernorPerry on Border Security/Illegal Immigration #GOPDebate  #Perry2016 #tcot https://t.co/1S25d2D0nK,,8/7/15 9:53,6.29697E+17,"Ellicott City, Maryland",Eastern Time (US & Canada)
243,Marco Rubio,0.4021,yes,0.6341,Negative,0.6341,Immigration,0.4021,,AWorldOutOfMind,,9,,,RT @TheBaxterBean: Marco Rubio Briefly Backed Immigration Reform Then Privately Berated DREAMers http://t.co/We77QdT3Kt #GOPDebate http://tâ€_,,8/7/15 9:52,6.29697E+17,USA,Eastern Time (US & Canada)
249,Donald Trump,1,yes,1,Negative,0.6146,Immigration,1,,jojo21,,14,,,"RT @kesgardner: AssClown: I'm the only reason anyone is even talking about illegal immigration. Keep digging, Donald! #GOPDebate",,8/7/15 9:52,6.29697E+17,"Ellicott City, Maryland",Eastern Time (US & Canada)
303,No candidate mentioned,1,yes,1,Negative,0.6374,Immigration,1,,Nick_1453,,36,,,RT @k_mcq: Closing statements reminisce about an America that no longer exists after Ted Kennedyâ€™s 1965 Immigration and Nationality Act. #Gâ€_,,8/7/15 9:52,6.29697E+17,UK,London
395,Donald Trump,1,yes,1,Negative,1,Immigration,0.3582,,ATeichner,,9,,,"RT @vivigold197: @realDonaldTrump: misogynist, ignorant, xenophobic and greedy: another proof that money does not buy class. #GOPDebate #GOâ€_",,8/7/15 9:51,6.29696E+17,"Sugar Hill, GA",Eastern Time (US & Canada)
396,No candidate mentioned,0.4089,yes,0.6395,Neutral,0.6395,Immigration,0.4089,,EusebiaAq,,0,,,@Anti_SLAVERY Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,,8/7/15 9:51,6.29696E+17,America,Eastern Time (US & Canada)
461,No candidate mentioned,0.4698,yes,0.6854,Negative,0.3483,Immigration,0.4698,,EusebiaAq,,0,,,Who's the real illegal alien AMERICA  #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,,8/7/15 9:51,6.29696E+17,America,Eastern Time (US & Canada)
593,Donald Trump,1,yes,1,Negative,1,Immigration,1,,GavHull,,1838,,,RT @pattonoswalt: Donald Trump's views on immigration are based solely on the first 8 minutes of SCARFACE. #GOPDebate,,8/7/15 9:50,6.29696E+17,,Central Time (US & Canada)
623,Donald Trump,1,yes,1,Negative,0.6619,Immigration,1,,Kelsie_Berg,,7,,,"RT @TheFriddle: Trump: Mexico!!!
Rubio: Majority of illegals aren't Mexican.
That's what grandstanding vs understanding real issue looks â€_",,8/7/15 9:49,6.29696E+17,,Eastern Time (US & Canada)
720,Donald Trump,1,yes,1,Negative,1,Immigration,1,,ElkaSelzer,,102,,,RT @ThePatriot143: Let me help @FoxNews they wanted proof from Trump RE: Illegal Mexican Criminals #GOPDebate http://t.co/6yqBHhngsE http:/â€_,,8/7/15 9:48,6.29696E+17,United States,Quito
737,No candidate mentioned,1,yes,1,Negative,1,Immigration,0.6813,,paolo44444,,0,,,"#GOPDebate ignored Americaâ€™s 45 million poor, but didnâ€™t stop the candidates from mentioning â€œimmigrationâ€ù and â€œillegalâ€ù as the real threat",,8/7/15 9:48,6.29696E+17,,Ljubljana
932,No candidate mentioned,1,yes,1,Neutral,1,Immigration,1,,hapkidobigdad,,5,,,"RT @ag_texas: Hillary Clinton's response to the #GOPdebate: those guys are ok, but can they secure thousands of votes from illegals?",,8/7/15 9:46,6.29695E+17,,
970,Ted Cruz,0.4135,yes,0.643,Positive,0.643,Immigration,0.4135,,catchcaleb,,0,,,"@SenTedCruz had best answer of night in response to immigration. Its not stupidity, it is how both sides want it.  #GOPDebate",,8/7/15 9:46,6.29695E+17,"California, USA",
1005,Marco Rubio,1,yes,1,Positive,1,Immigration,1,,Conservatveone,,18,,,RT @RickCanton: #TeamMarco - understands immigration better than anyone on stage. #GOPDebate http://t.co/ivvfCxpnN7,,8/7/15 9:46,6.29695E+17,,
1119,Marco Rubio,1,yes,1,Negative,0.6629,Immigration,1,,TheBaxterBean,,10,,,REMINDER: Marco Rubio Abandoned #ImmigrationReform So He Could Run For President http://t.co/rIQRabv3al #GOPDebate http://t.co/ICXWvlJKY8,,8/7/15 9:44,6.29695E+17,lux et veritas,Eastern Time (US & Canada)
1120,No candidate mentioned,1,yes,1,Neutral,0.6608,Immigration,0.6608,,mo2g,,29,,,RT @JonFeere: We need an hour-long debate just on immigration. Give the questions to candidates ahead of time to prepare. It'd be informatiâ€_,,8/7/15 9:44,6.29695E+17,,Eastern Time (US & Canada)
1160,Donald Trump,1,yes,1,Negative,0.6413,Immigration,0.3587,,TSFearadaigh,,2,,,"RT @TrumpIssues: An illegal alien can be deported 5 X, make it back into the country, kill an American woman, but Trump can't call someone â€_",,8/7/15 9:44,6.29695E+17,USA,
1163,Marco Rubio,0.3588,yes,0.599,Neutral,0.3042,Immigration,0.3588,,atomsoffice,,0,,,On #immigrationreform #GOPDebate marcorubio: most are Central Americans not Mexicans (true) and he wants electronic monitoring systems Don'â€_,,8/7/15 9:44,6.29695E+17,,Central Time (US & Canada)
1167,Marco Rubio,1,yes,1,Negative,1,Immigration,1,,mauriciod44,,6,,,RT @TH3R34LTRUTH: #Rubio said he was worried about all the people who can't get in. How about worrying about those born here 4a change #GOPâ€_,,8/7/15 9:44,6.29695E+17,Arizona,Arizona
1169,No candidate mentioned,0.4528,yes,0.6729,Negative,0.6729,Immigration,0.4528,,atomsoffice,,0,,,#GOPDebateâ€™s Biggest Winnersâ€“And Losers http://t.co/dW6irephdM Latins Think All GOP Lost Because #ImmigrationReform #TNTVote #AINF #Latisâ€_,,8/7/15 9:44,6.29695E+17,,Central Time (US & Canada)
1177,No candidate mentioned,1,yes,1,Negative,0.6667,Immigration,0.3452,,acdoyle1977,,3,,,RT @MzDivah67: #GOPDebate in a nutshell via Vote True Blue 2016 http://t.co/5rfh5zbnPm,,8/7/15 9:44,6.29695E+17,,
1178,No candidate mentioned,1,yes,1,Negative,1,Immigration,0.3511,,Donirahh,,25,,,RT @frogi26: The are no illegal humans in the world how is that they are keep calling Latinos illegals #latinosunidos @EspuelasVox @FoxNewsâ€_,,8/7/15 9:44,6.29695E+17,Houston,Mexico City
1227,Marco Rubio,1,yes,1,Negative,1,Immigration,1,,TheBaxterBean,,9,,,Marco Rubio Briefly Backed Immigration Reform Then Privately Berated DREAMers http://t.co/We77QdT3Kt #GOPDebate http://t.co/R406NpVEx5,,8/7/15 9:43,6.29694E+17,lux et veritas,Eastern Time (US & Canada)
1247,No candidate mentioned,0.4243,yes,0.6514,Negative,0.6514,Immigration,0.4243,,jaontra_lanae,,409,,,RT @lexi4prez: Drinking game: take a shot every time a republican shames immigration or planned parenthood #GOPDebate,,8/7/15 9:43,6.29694E+17,,Pacific Time (US & Canada)
1278,No candidate mentioned,1,yes,1,Negative,0.6983,Immigration,0.658,,SockmanJesus,,5,,,"RT @RachelADolezal: #GOPDebate would have been comical, BUT alienating ""foreigners"" and immigrants, bashing BLM &amp; Obama and bein generally â€_",,8/7/15 9:43,6.29694E+17,,Central Time (US & Canada)
1279,No candidate mentioned,1,yes,1,Negative,1,Immigration,0.6489,,Doktor_Huh,,112,,,RT @zellieimani: White supremacist org Council of Conservative Citizens Platform on immigration. Sound familiar? #KKKorGOP #GOPDebate http:â€_,,8/7/15 9:43,6.29694E+17,The Green Hell,
1290,No candidate mentioned,0.4536,yes,0.6735,Neutral,0.3367,Immigration,0.4536,,EusebiaAq,,0,,,@dooley_dooley Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,,8/7/15 9:43,6.29694E+17,America,Eastern Time (US & Canada)
1325,No candidate mentioned,1,yes,1,Positive,0.3483,Immigration,0.6517,,jayoung1892,,39,,,RT @adamslily: Here's your contrast. #GOPDebate http://t.co/lXaX6wuUnj,,8/7/15 9:42,6.29694E+17,"The Omni Hotel in New Haven, C",
1335,No candidate mentioned,0.4025,yes,0.6344,Neutral,0.3333,Immigration,0.4025,,JohnMckiernan2,,10,,,RT @JulieWeise: #GOPDebate Sociologists keep showing Mex emigrants actually MORE educated than Mex pop. as a whole. It's brain drain not crâ€_,,8/7/15 9:42,6.29694E+17,"Austin, Tejas",
1395,No candidate mentioned,0.4047,yes,0.6362,Negative,0.6362,Immigration,0.4047,,EusebiaAq,,0,,,@HumanityRead Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,,8/7/15 9:41,6.29694E+17,America,Eastern Time (US & Canada)
1416,Ted Cruz,1,yes,1,Negative,0.6771,Immigration,0.3438,,KarenCrow6,,2,,,"RT @FreedomJames7: Never Forget: Ted Cruz Never Supported Amnesty.
#GOPDebate",,8/7/15 9:41,6.29694E+17,,
1484,No candidate mentioned,1,yes,1,Negative,0.6667,Immigration,1,,EusebiaAq,,0,,,@jdelreal Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,,8/7/15 9:40,6.29694E+17,America,Eastern Time (US & Canada)
1509,Scott Walker,1,yes,1,Neutral,1,Immigration,0.6699,,arrowsmithwoman,,5,,,RT @ChronicleMike: Walker on why changed postn on immig: Need to secure border. Met with TxGovAbbott. Know more #GOPdebate #txlege #txpolitâ€_,,8/7/15 9:40,6.29694E+17,Florida,Eastern Time (US & Canada)
1520,Donald Trump,1,yes,1,Negative,0.6705,Immigration,0.7045,,dmichaelpage,,349,,,"RT @pattonoswalt: Immigration. Save Trump for the end. No one can follow GG Allin shitting onto the stage, guys. #GOPDebate",,8/7/15 9:40,6.29694E+17,,Eastern Time (US & Canada)
1539,No candidate mentioned,1,yes,1,Negative,0.6719,Immigration,1,,EusebiaAq,,0,,,@Sojourners Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,,8/7/15 9:40,6.29694E+17,America,Eastern Time (US & Canada)
1565,No candidate mentioned,0.4594,yes,0.6778,Positive,0.3437,Immigration,0.4594,,RyanMachara,,138,,,RT @FWD_us: #Immigration fact: Undocumented immigrants paid $10.6 billion in taxes in 2010. #GOPdebate #economy http://t.co/z1v2FVruBR,,8/7/15 9:39,6.29693E+17,Orlando Florida,Atlantic Time (Canada)
1593,Donald Trump,1,yes,1,Negative,1,Immigration,0.6538,,theunwanaumana,,1,,,RT @amandagutterman: Trump wants to treat Mexicans like the white walkers #GOPDebate,,8/7/15 9:39,6.29693E+17,,
1596,No candidate mentioned,0.423,yes,0.6504,Neutral,0.3278,Immigration,0.423,,EusebiaAq,,0,,,@LatinaLista Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,,8/7/15 9:39,6.29693E+17,America,Eastern Time (US & Canada)
1740,No candidate mentioned,1,yes,1,Negative,0.6526,Immigration,1,,EusebiaAq,,0,,,@vlanda Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,,8/7/15 9:37,6.29693E+17,America,Eastern Time (US & Canada)
1789,No candidate mentioned,0.4111,yes,0.6412,Negative,0.6412,Immigration,0.4111,,EusebiaAq,,0,,,@WomenRadio Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,,8/7/15 9:37,6.29693E+17,America,Eastern Time (US & Canada)
1874,No candidate mentioned,1,yes,1,Negative,0.6702,Immigration,0.6702,,EusebiaAq,,0,,,Who's the real illegal alien #GOPDebate - Farrakhan on #Election2016  Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,,8/7/15 9:36,6.29693E+17,America,Eastern Time (US & Canada)
1882,Donald Trump,1,yes,1,Negative,0.6804,Immigration,0.6495,,SantosRaymond7,,0,,,#GOPDebate Donald Trump hates Mexicans? http://t.co/Ut1zaW9vK4,,8/7/15 9:36,6.29693E+17,,
1913,Donald Trump,1,yes,1,Negative,0.6889,Immigration,0.6758,,JusBeeingAround,,302,,,RT @Daenerys: Donald Trump got The Wall idea from Game of Thrones. #GOPDebate,,8/7/15 9:36,6.29693E+17,Earth,Bern
1921,No candidate mentioned,0.4793,yes,0.6923,Negative,0.3516,Immigration,0.4793,,LPulanaire,,1,,,RT @2DOPEANTIBHVR: so u want us to build a wall #GOPDebate,,8/7/15 9:36,6.29693E+17,"Compton, CA",
1961,Marco Rubio,1,yes,1,Neutral,1,Immigration,1,,kuntz_katie,,0,,,On #immigrationreform #GOPDebate @marcorubio: most are Central Americans not Mexicans (true) and he wants electronic monitoring systems,,8/7/15 9:35,6.29692E+17,Denver CO,Central Time (US & Canada)
2012,No candidate mentioned,1,yes,1,Negative,0.6404,Immigration,1,,EusebiaAq,,0,,,@ImmAdocates Who's the real illegal alien #GOPDEbate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,,8/7/15 9:35,6.29692E+17,America,Eastern Time (US & Canada)
2024,No candidate mentioned,1,yes,1,Negative,0.6589,Immigration,1,,timmytimKS,,127,,,RT @JohnFugelsang: The GOP candidates discussing illegal immigration are pure theater. Except theater creates jobs.  #gopdebate,,8/7/15 9:35,6.29692E+17,nyc,
2071,Donald Trump,1,yes,1,Negative,0.6477,Immigration,1,,SergeyUstinov3,,1,,,"RT @EricTTung: ""We've not seen any #immigration proposal or plan from @realDonaldTrump""  @JMurguia_NCLR of @NCLR #GOPDebate",,8/7/15 9:34,6.29692E+17,Noginsk,
2092,Marco Rubio,1,yes,1,Positive,0.665,Immigration,1,,jojo21,,15,,,"RT @rumpfshaker: Having attended @marcorubio &amp; @GovernorPerry's announcements, I assure you both mentioned illegal immigration as a prioritâ€_",,8/7/15 9:34,6.29692E+17,"Ellicott City, Maryland",Eastern Time (US & Canada)
2135,Chris Christie,1,yes,1,Negative,1,Immigration,0.6932,,Ms_L_Rk,,2,,,"RT @NoChristie16: #ChrisChristie blasts sanctuary cities, then finds he has four under his own nose in #NJ. #GOPDebate #fail #FoxNews http:â€_",,8/7/15 9:33,6.29692E+17,,
2159,Mike Huckabee,0.4395,yes,0.6629,Positive,0.3371,Immigration,0.4395,,Corcovado,,84,,,RT @GovMikeHuckabee: I pledge to oppose amnesty &amp; government benefits for illegal immigrants who violated our laws. http://t.co/ejrxeXZtjT â€_,,8/7/15 9:33,6.29692E+17,,Eastern Time (US & Canada)
2221,No candidate mentioned,0.449,yes,0.6701,Negative,0.6701,Immigration,0.449,,EusebiaAq,,0,,,@NBCUniverso Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,,8/7/15 9:32,6.29692E+17,America,Eastern Time (US & Canada)
2246,Marco Rubio,1,yes,1,Negative,1,Immigration,1,,arrowsmithwoman,,57,,,"RT @k_mcq: â€œThis is the most generous country in the world when it comes to immigration,â€ù says Rubio. Yes, thatâ€™s the problem. #GOPDebate",,8/7/15 9:32,6.29692E+17,Florida,Eastern Time (US & Canada)
2299,No candidate mentioned,1,yes,1,Negative,0.6513,Immigration,1,,rmasters78,,0,,,"Best line of #GOPDebate was ""Immigration without assimilation is invasion."" Was that Gov Jindal?",,8/7/15 9:32,6.29692E+17,Illinois,Central Time (US & Canada)
2310,Donald Trump,1,yes,1,Negative,0.6403,Immigration,1,,EricTTung,,1,,,"""We've not seen any #immigration proposal or plan from @realDonaldTrump""  @JMurguia_NCLR of @NCLR #GOPDebate",,8/7/15 9:32,6.29691E+17,"Houston, TX",Central Time (US & Canada)
2374,No candidate mentioned,1,yes,1,Neutral,0.6813,Immigration,1,,EusebiaAq,,0,,,@LaPoliticalAve Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,,8/7/15 9:31,6.29691E+17,America,Eastern Time (US & Canada)
2378,Donald Trump,0.4211,yes,0.6489,Negative,0.6489,Immigration,0.4211,,MrThom08,,0,,,Illegal immigration has been talked about before @realDonaldTrump started speaking of it. #arrogant #ignorant #GOPDebate,,8/7/15 9:31,6.29691E+17,San Antonio ,Eastern Time (US & Canada)
2482,No candidate mentioned,0.4902,yes,0.7002,Neutral,0.4902,Immigration,0.4902,,EusebiaAq,,0,,,@EPA Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,,8/7/15 9:30,6.29691E+17,America,Eastern Time (US & Canada)
2515,No candidate mentioned,1,yes,1,Neutral,0.6656,Immigration,0.6656,,EusebiaAq,,0,,,@EPAespanol Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,,8/7/15 9:29,6.29691E+17,America,Eastern Time (US & Canada)
2552,No candidate mentioned,1,yes,1,Positive,0.3407,Immigration,0.6703,,acecustom1,,24,,,RT @TeamRickPerry: .@GovernorPerry has a plan to end sanctuary cities #tcot #GOPDebate #Perry2016 http://t.co/L3cZ6jbRYH,,8/7/15 9:29,6.29691E+17,round rock tx,
2567,Jeb Bush,0.4218,yes,0.6495,Negative,0.6495,Immigration,0.2277,,Velvet_Shotgun,,60,,,"RT @ThaRightStuff: Yes goyim, communist sympathizer @chrislhayes approves of @JebBush . Plz stop being racist #GOPDebate #cuckservative httâ€_",,8/7/15 9:29,6.29691E+17,,
2573,No candidate mentioned,1,yes,1,Negative,0.6593,Immigration,0.6593,,EusebiaAq,,0,,,@NowWithALEX Who's the real illegal alien #GOPDEbate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,,8/7/15 9:29,6.29691E+17,America,Eastern Time (US & Canada)
2618,No candidate mentioned,1,yes,1,Negative,0.6742,Immigration,0.6629,,EusebiaAq,,0,,,@polisterpolls Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,,8/7/15 9:28,6.29691E+17,America,Eastern Time (US & Canada)
2654,Donald Trump,1,yes,1,Negative,1,Immigration,0.3503,,larryleetacoma,,87,,,RT @HeyHayward: EXCLUSIVE: Trump reveals renderings for border wall #GOPDebate http://t.co/ZLxsFcQAMr,,8/7/15 9:28,6.29691E+17,,
2661,No candidate mentioned,1,yes,1,Neutral,0.6678,Immigration,1,,SabreenaMSW,,7,,,"RT @ReverendDrDash: ""Mommy, your cooking is too spicy."" -Piyush RT @BobbyJindal Immigration without assimilation is not immigration, it is â€_",,8/7/15 9:28,6.29691E+17,Vegas!,
2668,Marco Rubio,1,yes,1,Neutral,0.6358,Immigration,0.6705,,rath_oe,,285,,,"RT @OhNoSheTwitnt: How great would it be if Rubio said the immigrants aren't coming from Mexico, they're coming from CANADA and glared at Tâ€_",,8/7/15 9:28,6.29691E+17,,
2680,No candidate mentioned,0.4746,yes,0.6889,Negative,0.6889,Immigration,0.4746,,EusebiaAq,,0,,,@politicalAnt Who's the real illegal alien #GOPDEbate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,,8/7/15 9:28,6.2969E+17,America,Eastern Time (US & Canada)
2692,Ted Cruz,0.4444,yes,0.6667,Negative,0.6667,Immigration,0.4444,,TheAtlanticVamp,,0,,,"Meanwhile, Ted Cruz wants to limit immigration. I guess after him, fuck everyone else, right? #GOPDebate #Canadian",,8/7/15 9:27,6.2969E+17,Georgia,Eastern Time (US & Canada)
2744,Donald Trump,1,yes,1,Negative,0.7134,Immigration,1,,TheAtlanticVamp,,0,,,"Trump wants a ""big beautiful door"" in a wall for immigration. This door is on his fly. #GOPDebate #Wives",,8/7/15 9:27,6.2969E+17,Georgia,Eastern Time (US & Canada)
2752,Donald Trump,1,yes,1,Negative,1,Immigration,1,,FBravodelaPena,,6,,,"RT @VishalDisawar: .@realDonaldTrump - ""We need to keep illegals out"". How about we keep Donald Trump out. #GOPDebate #immigration",,8/7/15 9:27,6.2969E+17,,
2959,No candidate mentioned,1,yes,1,Negative,0.681,Immigration,1,,TNTweetersUSA,,1,,,RT @ItsShoBoy: #GOPDebateâ€™s Biggest Winnersâ€“And Losers http://t.co/wMmnx3AjGE Latin@s Think All @GOP Lost Because #ImmigrationReform #TNTVoâ€_,,8/7/15 9:24,6.2969E+17,,Central Time (US & Canada)
2981,No candidate mentioned,1,yes,1,Negative,1,Immigration,0.7066,,crockettclass,,10,,,"RT @VishalDisawar: Dear @FoxNews, how about you stop using the word 'illegal' when talking about immigration. No human being is illegal. #Gâ€_",,8/7/15 9:24,6.2969E+17,North Carolina,Atlantic Time (Canada)
2999,Marco Rubio,1,yes,1,Negative,1,Immigration,0.6739,,TH3R34LTRUTH,,6,,,#Rubio said he was worried about all the people who can't get in. How about worrying about those born here 4a change #GOPDebate #tcot,,8/7/15 9:24,6.2969E+17,Texas,
3079,Donald Trump,1,yes,1,Positive,0.6404,Immigration,0.7079,,DocJ4U,,26,,,"RT @politichickAM: #GOPDebate @realDonaldTrump ""If it weren't for me you wouldn't talk about illegal immigration."" #TRUTH",,8/7/15 9:23,6.29689E+17,Beverly Hills,Pacific Time (US & Canada)
3084,Jeb Bush,1,yes,1,Negative,1,Immigration,0.7049,,DocJ4U,,40,,,"RT @GayPatriot: Hey @JebBush - American citizenship is NOT a universal human right. 
#NoMoreBushes #GOPDebate",,8/7/15 9:23,6.29689E+17,Beverly Hills,Pacific Time (US & Canada)
3112,No candidate mentioned,1,yes,1,Negative,0.6372,Immigration,0.6372,,KayGrace67,,122,,,"RT @halrudnick: Candidates, how do you propose to keep White Walkers north of the Wall? #GOPDebate",,8/7/15 9:22,6.29689E+17,,Quito
3373,Donald Trump,1,yes,1,Negative,0.6552,Immigration,0.6897,,giocrafted,,2,,,"RT @hiphughes: ""America is stupid. Mexico is really smart. Elect me or you're stupid too."" ~Donald Trump #GOPDebate",,8/7/15 9:19,6.29688E+17,"NY, baby âœŒï¸è",
3442,Donald Trump,1,yes,1,Neutral,0.6413,Immigration,0.663,,ThePhoenixSun,,0,,,Donald #Trump visited the border. John #Kasich attended a gay wedding. Q: Which man is braver? #GOPDebate #LowBar,,8/7/15 9:18,6.29688E+17,"Phoenix, AZ, USA",Pacific Time (US & Canada)
3491,Donald Trump,0.4673,yes,0.6836,Negative,0.6836,Immigration,0.4673,,TrumpIssues,,2,,,"An illegal alien can be deported 5 X, make it back into the country, kill an American woman, but Trump can't call someone a dog. #GOPDebate",,8/7/15 9:18,6.29688E+17,United States Of America,Pacific Time (US & Canada)
3494,Marco Rubio,0.4594,yes,0.6778,Positive,0.3444,Immigration,0.4594,,SeaBassThePhish,,0,,,Rubio actually answering a question about immigration. Color me impressed #GOPDebate,,8/7/15 9:18,6.29688E+17,,Eastern Time (US & Canada)
3497,Marco Rubio,1,yes,1,Positive,0.6848,Immigration,1,,Q142day,,124,,,"RT @MattyIceAZ: To be fair, Marco Rubio has a point. Tougher immigration laws might have prevented his parents from getting in. #GOPDebate",,8/7/15 9:18,6.29688E+17,,
3594,No candidate mentioned,1,yes,1,Neutral,0.3412,Immigration,0.6824,,klia00,,344,,,RT @MariaLiaCalvo: .@charles_gaba wins the Internet tonight. #GOPDebate http://t.co/Dp1IsIXJmN,,8/7/15 9:17,6.29688E+17,,Pacific Time (US & Canada)
3671,Marco Rubio,0.6925,yes,1,Positive,0.3759,Immigration,0.6925,,lioposin,,101,,,"RT @guypbenson: Good Rubio answer on immigration, invoking unfairness of system to those who play by the rules. #GOPDebate",,8/7/15 9:16,6.29687E+17,âœ¡ Pittsburgh / NYC âœ¡,
3797,No candidate mentioned,1,yes,1,Negative,0.7042,Immigration,0.7042,,JuleykaLantigua,,3,,,RT @JulieWeise: A little history from yours truly re: immigration sparring in #GOPDebate  https://t.co/m59gDl3ZGt,,8/7/15 9:14,6.29687E+17,Thinking through writing.,America/New_York
4004,Donald Trump,0.4204,yes,0.6484,Positive,0.3297,Immigration,0.4204,,miarrobertson,,364,,,RT @jamalraad: Trump immigration strategy https://t.co/QZMfehR8VF #GOPDebate,,8/7/15 9:12,6.29686E+17,,Eastern Time (US & Canada)
4007,No candidate mentioned,0.4492,yes,0.6702,Negative,0.6702,Immigration,0.2282,,reyoung1350,,70,,,"RT @TheBaxterBean: GOP Denied $50B Infrastructure, While Pushing $800B Unfunded Tax Cuts For Top 1% http://t.co/dBGqRCrVBF #GOPDebate http:â€_",,8/7/15 9:12,6.29686E+17,"Midway, Ga.",
4033,No candidate mentioned,1,yes,1,Negative,1,Immigration,1,,mrmarlonbrowndo,,154,,,"RT @harikondabolu: Bobby Jindal said ""Immigration without assimilation is invasion."" OH MY GOD, THIS MAN HAS NEVER EATEN GULAB JAMUN. #GOPDâ€_",,8/7/15 9:11,6.29686E+17,"New York, NY",Eastern Time (US & Canada)
4044,Donald Trump,1,yes,1,Neutral,0.6876,Immigration,1,,PhilSuccessful,,0,,,#GOPDebate Donald Trump hates Mexicans? http://t.co/M82sZMxKhI,,8/7/15 9:11,6.29686E+17,,
4062,No candidate mentioned,1,yes,1,Negative,0.6509,Immigration,0.6876,,SeaBassThePhish,,2,,,We wont fund healthcare for our citizens but we will invest millions of dollars to build a wall to keep people out of our country #GOPDebate,,8/7/15 9:11,6.29686E+17,,Eastern Time (US & Canada)
4102,No candidate mentioned,1,yes,1,Negative,0.6548,Immigration,0.6786,,newamerikiana,,246,,,RT @meowmanifesto: werenâ€™t barbaric white men â€œillegalsâ€ù when they came here to steal from the natives? #GOPDebate,,8/7/15 9:11,6.29686E+17,,
4197,Jeb Bush,1,yes,1,Negative,0.6966,Immigration,1,,jptsr71,,69,,,"RT @Writeintrump: Hey Jeb Bush, explain to Kate Steinle how illegal immigration is an act of love.  #GOPDebate",,8/7/15 9:09,6.29686E+17,NH & FL,
4250,Marco Rubio,1,yes,1,Neutral,0.3448,Immigration,0.6552,,bpedati,,29,,,RT @RMConservative: .@marcorubio voted against amdt to build the fence b4 implementation of amnesty http://t.co/5guj7PE5Ei #CampaignConservâ€_,,8/7/15 9:09,6.29686E+17,DC,
4289,Donald Trump,1,yes,1,Negative,1,Immigration,1,,ellis_texas,,31,,,RT @MattyIceAZ: Donald Trump's points on immigration lack evidence? Like that ever stopped Republicans from believing such claims before.#Gâ€_,,8/7/15 9:08,6.29686E+17,the Florida Sunshine,America/New_York
4319,Donald Trump,1,yes,1,Positive,0.3596,Immigration,1,,SeaBassThePhish,,0,,,OK Trump you're the one who brought immigration to national stage sure lets go with that makes sense #GOPDebate,,8/7/15 9:08,6.29686E+17,,Eastern Time (US & Canada)
4371,No candidate mentioned,1,yes,1,Negative,0.6688,Immigration,1,,DrJXVH,,5,,,RT @ThatsWhatJVSaid: Hearing the republicans talk about illegal immigration at the #GOPDebate like http://t.co/GbAxDfY0fg,,8/7/15 8:50,6.29681E+17,I'm around.. Don't trip....,Pacific Time (US & Canada)
